,UPC,Title,Price,Rating,Stock,Category
0,a897fe39b1053632,A Light in the Attic,51.77,3,22,Poetry
1,90fa61229261140a,Tipping the Velvet,53.74,1,20,Historical Fiction
2,6957f44c3847a760,Soumission,50.1,1,20,Fiction
3,e00eb4fd7b871a48,Sharp Objects,47.82,4,20,Mystery
4,4165285e1663650f,Sapiens: A Brief History of Humankind,54.23,5,20,History
5,f77dbf2323deb740,The Requiem Red,22.65,1,19,Young Adult
6,2597b5a345f45e1b,The Dirty Little Secrets of Getting Your Dream Job,33.34,4,19,Business
7,e72a5dfc7e9267b2,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",17.93,3,19,Default
8,e10e1e165dc8be4a,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,22.6,4,19,Default
9,1dfe412b8ac00530,The Black Maria,52.15,1,19,Poetry
10,0312262ecafa5a40,"Starving Hearts (Triangular Trade Trilogy, #1)",13.99,2,19,Default
11,30a7f60cd76ca58c,Shakespeare's Sonnets,20.66,4,19,Poetry
12,ce6396b0f23f6ecc,Set Me Free,17.46,5,19,Young Adult
13,3b1c02bac2a429e6,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),52.29,5,19,Sequential Art
14,a34ba96d4081e6a4,Rip it Up and Start Again,35.02,5,19,Music
15,deda3e61b9514b83,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",57.25,3,19,Music
16,feb7cc7701ecf901,Olio,23.88,1,19,Poetry
17,e30f54cea9b38190,Mesaerion: The Best Science Fiction Stories 1800-1849,37.59,1,19,Science Fiction
18,a18a4f574854aced,Libertarianism for Beginners,51.33,2,19,Politics
19,a22124811bfa8350,It's Only the Himalayas,45.17,2,19,Travel
20,23356462d1320d61,In Her Wake,12.84,1,19,Thriller
21,327f68a59745c102,How Music Works,37.32,2,19,Music
22,5674a18a29a43ced,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",30.52,3,19,Food and Drink
23,c2e46a2ee3b4a322,Chase Me (Paris Nights #2),25.27,5,19,Romance
24,00bfed9e18bb36f3,Black Dust,34.53,5,19,Romance
25,9528d0948525bf5f,Birdsong: A Story in Pictures,54.64,3,19,Childrens
26,c7d160c2c0de586f,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,22.5,3,19,Default
27,904208d6aa64b655,Aladdin and His Wonderful Lamp,53.13,3,19,Default
28,4c28def39d850cdf,Worlds Elsewhere: Journeys Around Shakespeareâs Globe,40.3,5,18,Nonfiction
29,ccd9ffa25efabdea,Wall and Piece,44.18,4,18,Art
30,6258a1f6a6dcfe50,The Four Agreements: A Practical Guide to Personal Freedom,17.66,5,18,Spirituality
31,3c039985229453bf,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,31.05,3,18,Nonfiction
32,5dada2b7be26bd03,The Elephant Tree,23.82,5,18,Thriller
33,9f6568e9c95f60b0,The Bear and the Piano,36.89,1,18,Childrens
34,6be3beb0793a53e7,Sophie's World,15.94,5,18,Philosophy
35,668fe56b17cfcd4f,Penny Maybe,33.29,3,18,Default
36,094b269567e1c300,Maude (1883-1993):She Grew Up with the country,18.02,2,18,Default
37,19ed25f4641d5efd,"In a Dark, Dark Wood",19.63,1,18,Mystery
38,be5cc846f45496fb,Behind Closed Doors,52.22,4,18,Thriller
39,55f9da0c5eea2e10,You can't bury them all: Poems,33.63,2,17,Poetry
40,b4fd5943413e089a,Slow States of Collapse: Poems,57.31,3,17,Poetry
41,c8f7f0cb1abb9cac,Reasons to Stay Alive,26.41,2,17,Nonfiction
42,b12b89017878a60d,Private Paris (Private #10),47.61,5,17,Fiction
43,c27f6e1f185b0383,#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,23.11,5,17,Nonfiction
44,acddfeab2a407640,Without Borders (Wanderlove #1),45.07,2,16,New Adult
45,3ecb690d1542c568,When We Collided,31.77,1,16,Contemporary
46,8d455c7539795d2a,"We Love You, Charlie Freeman",50.27,5,16,Fiction
47,657fe5ead67a7767,Untitled Collection: Sabbath Poems 2014,14.27,4,16,Poetry
48,d170b5a0da46380e,"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",44.18,4,16,Nonfiction
49,7ae099f3898e0209,Unicorn Tracks,18.78,3,16,Fantasy
50,9a9d6e9bc555731e,"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",25.52,1,16,History
51,09555be379ad9253,Tsubasa: WoRLD CHRoNiCLE 2 (Tsubasa WoRLD CHRoNiCLE #2),16.28,1,16,Sequential Art
52,7858914fad68493c,Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,31.12,3,16,Nonfiction
53,51653ef291ab7ddc,This One Summer,19.49,4,16,Sequential Art
54,709822d0b5bcb7f4,Thirst,17.27,5,16,Fiction
55,4eed62cf5f8d8edf,The Torch Is Passed: A Harding Family Story,19.09,1,16,Add a comment
56,b5ea0b5dabed25a8,The Secret of Dreadwillow Carse,56.13,1,16,Childrens
57,142d767a56a9254d,"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",56.41,1,16,Food and Drink
58,5ee94540d0749ea0,The Past Never Ends,56.5,4,16,Mystery
59,cedf82b5086e4691,The Natural History of Us (The Fine Art of Pretending #2),45.22,3,16,Young Adult
60,7d385d34d12e60ff,The Nameless City (The Nameless City #1),38.16,4,16,Sequential Art
61,d01ac97e2b8947c2,The Murder That Never Was (Forensic Instincts #5),54.11,3,16,Fiction
62,aadee1c326d286e3,The Most Perfect Thing: Inside (and Outside) a Bird's Egg,42.96,4,16,Science
63,31075275518532d7,"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",23.89,4,16,Add a comment
64,0da9aa9d24677fc0,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,16.77,3,16,Nonfiction
65,8c9e6bf2467d740d,"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",20.59,5,16,Default
66,acd86a5426e21ca0,The Gutsy Girl: Escapades for Your Life of Epic Adventure,37.13,1,16,Nonfiction
67,a30b270e25489e5c,The Electric Pencil: Drawings from Inside State Hospital No. 3,56.06,1,16,Nonfiction
68,bd261725b99f5983,The Death of Humanity: and the Case for Life,58.11,4,16,Philosophy
69,43c6a960757cf559,"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",49.05,3,16,Health
70,80cfab6bcff3a244,The Art Forger,40.76,3,16,Add a comment
71,a3d2a4250807f1e9,The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,19.73,1,16,History
72,7d6d2a6c0276f81b,The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,32.24,5,16,Spirituality
73,87b0615b6e1f4d7b,Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,41.83,4,16,Nonfiction
74,e6af5bf1163c1151,Soul Reader,39.58,2,16,Default
75,6f78a0d744c35456,Security,39.25,2,16,Horror
76,c849f0b2f5d6a742,"Saga, Volume 6 (Saga (Collected Editions) #6)",25.02,3,16,Fantasy
77,53a3d11bb568cc8b,"Saga, Volume 5 (Saga (Collected Editions) #5)",51.04,2,16,Sequential Art
78,d7310206583a54b6,Reskilling America: Learning to Labor in the Twenty-First Century,19.83,2,16,Nonfiction
79,c82a3e358c773c73,"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",50.4,3,16,Sequential Art
80,0fa6dceead7ce47a,"Princess Jellyfish 2-in-1 Omnibus, Vol. 01 (Princess Jellyfish 2-in-1 Omnibus #1)",13.61,5,16,Sequential Art
81,0e691eda369f4e09,Princess Between Worlds (Wide-Awake Princess #5),13.34,5,16,Fantasy
82,e80f8e518b300dfe,"Pop Gun War, Volume 1: Gift",18.97,1,16,Sequential Art
83,7392c0032f92d816,"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",36.28,2,16,History
84,9429b4d59c537af5,Patience,10.16,3,16,Sequential Art
85,889139b8e9c4cb36,"Outcast, Vol. 1: A Darkness Surrounds Him (Outcast #1)",15.44,4,16,Sequential Art
86,11809b1d323b3057,orange: The Complete Collection 1 (orange: The Complete Collection #1),48.41,1,16,Sequential Art
87,9ffa38d3b832433a,Online Marketing for Busy Authors: A Step-By-Step Guide,46.35,1,16,Self Help
88,b757c0c361e689ce,On a Midnight Clear,14.07,3,16,Add a comment
89,3c346ab1e76ae1f6,Obsidian (Lux #1),14.86,2,16,Young Adult
90,784bc2279baa878d,My Paris Kitchen: Recipes and Stories,33.37,2,16,Food and Drink
91,fa9610a50a1bf149,Masks and Shadows,56.4,2,16,Fantasy
92,72f9d5be3472d34e,"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",14.02,4,16,Food and Drink
93,460089f796fb3f82,"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",46.91,2,16,Sequential Art
94,b6ee99bcf06fc91f,"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",45.61,3,16,Sequential Art
95,57e5a4d515c8ce44,Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),19.92,2,16,Sequential Art
96,7b75cc7f223791f4,"Layered: Baking, Building, and Styling Spectacular Cakes",40.11,1,16,Food and Drink
97,228f74b74f3a08ae,Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),53.9,2,16,Add a comment
98,18ad3ed896c7ce05,Join,35.67,5,16,Science Fiction
99,b136b1b180ca753a,In the Country We Love: My Family Divided,22.0,4,16,Nonfiction
100,e4f74c16de34d440,Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,57.36,5,16,Science
101,8d4eefad7a2b3915,"I Hate Fairyland, Vol. 1: Madly Ever After (I Hate Fairyland (Compilations) #1-5)",29.17,2,16,Sequential Art
102,1c89ae5bb804e4de,I am a Hero Omnibus Volume 1,54.63,3,16,Sequential Art
103,a6f99b9e687f9d46,How to Be Miserable: 40 Strategies You Already Use,46.03,1,16,Self Help
104,2a97cffe61c3c4c7,Her Backup Boyfriend (The Sorensen Family #1),33.97,1,16,Romance
105,f2df3bb043a8abb0,"Giant Days, Vol. 2 (Giant Days #5-8)",22.11,2,16,Sequential Art
106,9beb96a2300109d7,Forever and Forever: The Courtship of Henry Longfellow and Fanny Appleton,29.69,3,16,Historical Fiction
107,9e28048cea8d41f7,First and First (Five Boroughs #3),15.97,4,16,Romance
108,7add3f8e49ec0826,Fifty Shades Darker (Fifty Shades #2),21.96,1,16,Romance
109,311c0dd0e354a33e,Everydata: The Misinformation Hidden in the Little Data You Consume Every Day,54.35,2,16,Nonfiction
110,fce19f9b4a943f22,"Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master",37.97,2,16,Religion
111,09b6cc87e62c2c58,Danganronpa Volume 1,51.99,4,16,Sequential Art
112,7267864328ae8b9d,Crown of Midnight (Throne of Glass #2),43.29,3,16,Fantasy
113,8754c83ab2a7ae71,"Codename Baboushka, Volume 1: The Conclave of Death",36.72,4,16,Sequential Art
114,7b599c8bfcdd8d30,Camp Midnight,17.08,4,16,Sequential Art
115,bee3672891cca906,Call the Nurse: True Stories of a Country Nurse on a Scottish Isle,29.14,5,16,Nonfiction
116,5ceb951f629700a2,Burning,28.81,3,16,Young Adult
117,74baabfc8fd84b38,Bossypants,49.46,2,16,Default
118,bdf415fd484ea8a7,"Bitch Planet, Vol. 1: Extraordinary Machine (Bitch Planet (Collected Editions))",37.92,2,16,Sequential Art
119,6d5300b2d8f37e07,"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",28.09,2,16,Fantasy
120,38d45839cb1c83c1,Algorithms to Live By: The Computer Science of Human Decisions,30.81,1,16,Nonfiction
121,70ed59f194b3c556,A World of Flavor: Your Gluten Free Passport,42.95,1,16,Default
122,8a380641491d43ed,"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",56.76,5,16,Default
123,f733e8c19d40ec2e,A Murder in Time,16.64,1,16,Mystery
124,3a6fb983e2554023,A Flight of Arrows (The Pathfinders #2),55.53,5,16,Historical Fiction
125,842790dfaa937484,A Fierce and Subtle Poison,28.13,4,16,Young Adult
126,01d2001ac1e6f8a3,A Court of Thorns and Roses (A Court of Thorns and Roses #1),52.37,1,16,Fantasy
127,e4ac92d89b946781,(Un)Qualified: How God Uses Broken People to Do Big Things,54.0,5,16,Christian
128,796c87ddbbaaf8c5,You Are What You Love: The Spiritual Power of Habit,21.87,4,15,Religion
129,9270575728a13a61,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",43.3,4,15,Science Fiction
130,b8736690cf263a3c,Tuesday Nights in 1980,21.04,2,15,Fiction
131,d7d6d50c1e3d0b81,Tracing Numbers on a Train,41.6,3,15,Default
132,590a9cccf7db9f7d,Throne of Glass (Throne of Glass #1),35.07,3,15,Fantasy
133,de3f25248ba0789f,Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,59.64,1,15,History
134,bc2a85fd35fdc7bd,Thirteen Reasons Why,52.72,1,15,Default
135,37c0cb19713d8dda,The White Cat and the Monk: A Retelling of the Poem âPangur BÃ¡nâ,58.08,4,15,Childrens
136,623e1a180426039b,The Wedding Dress,24.12,1,15,Romance
137,fd3a622648667296,The Vacationers,42.15,4,15,Fiction
138,3bebf34ee9330cbd,The Third Wave: An Entrepreneurâs Vision of the Future,12.61,5,15,Business
139,f5a92cff83897d48,The Stranger,17.44,4,15,Philosophy
140,d6361d16212664ed,The Shadow Hero (The Shadow Hero),33.14,1,15,Sequential Art
141,961f18db4f138211,The Secret (The Secret #1),27.37,4,15,Default
142,0651062381f0636a,The Regional Office Is Under Attack!,51.36,5,15,Fiction
143,e98a4efa85070c2f,The Psychopath Test: A Journey Through the Madness Industry,36.0,2,15,Default
144,790ef197c8f236f5,The Project,10.65,1,15,Science Fiction
145,8ec14b1576cb7cb5,The Power of Now: A Guide to Spiritual Enlightenment,43.54,2,15,Nonfiction
146,209adad1015af86f,The Omnivore's Dilemma: A Natural History of Four Meals,38.21,2,15,Nonfiction
147,e4c7f3487d17fd42,The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,37.34,5,15,Food and Drink
148,c7b5183f4d1d4efe,The Murder of Roger Ackroyd (Hercule Poirot #4),44.1,4,15,Mystery
149,99ff4cc6491e8f5c,The Mistake (Off-Campus #2),43.29,3,15,New Adult
150,08db62f24627e71f,The Matchmaker's Playbook (Wingmen Inc. #1),55.85,1,15,New Adult
151,e28e330cbdf01126,The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,37.6,2,15,Food and Drink
152,abeafe151a587d3b,The Long Shadow of Small Ghosts: Murder and Memory in an American City,10.97,1,15,Crime
153,eac1a180047ad54e,The Kite Runner,41.82,4,15,Default
154,9287e238d7c3b06e,The House by the Lake,36.95,1,15,Historical Fiction
155,2dbb7ec08cdd7f3c,The Glittering Court (The Glittering Court #1),44.28,1,15,Fantasy
156,e956d67c9bcc5809,The Girl on the Train,55.02,2,15,Default
157,42d0d7c92b75fc1c,The Genius of Birds,17.24,1,15,Nonfiction
158,d6670dfe3e7b42bd,The Emerald Mystery,23.15,2,15,Default
159,96a38e7c813d8f1d,The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,41.25,1,15,Food and Drink
160,efc3768127714ec3,The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,32.0,3,15,Default
161,dd047728de72ad62,The Artist's Way: A Spiritual Path to Higher Creativity,38.49,5,15,Nonfiction
162,e7469e22b5bfb3e7,The Art of War,33.34,5,15,Default
163,c99761a700ade23f,The Argonauts,10.93,2,15,Autobiography
164,56e4f9eab2e8e674,The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,27.55,3,15,Business
165,203b7f94b7d6115f,Suddenly in Love (Lake Haven #1),55.99,2,15,Romance
166,ca71e72655bece85,Something More Than This,16.24,4,15,Romance
167,2a70769cdc6eb8b8,Soft Apocalypse,26.12,2,15,Science Fiction
168,1b33663ad7b95fd8,So You've Been Publicly Shamed,12.23,2,15,Nonfiction
169,0e0dcc3339602b28,Shoe Dog: A Memoir by the Creator of NIKE,23.99,2,15,Business
170,0c27e6c3744fc14b,"Shobu Samurai, Project Aryoku (#3)",29.06,3,15,Add a comment
171,ad04ad9fc179fc5d,Secrets and Lace (Fatal Hearts #1),20.27,1,15,Default
172,1c929cfd16b71907,Scarlett Epstein Hates It Here,43.55,5,15,Young Adult
173,e656e280bc8edd56,Romero and Juliet: A Tragic Tale of Love and Zombies,36.94,1,15,Default
174,b53db2271c9624f7,Redeeming Love,20.47,5,15,Christian Fiction
175,d9c643fa1fc57bdb,Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,41.06,1,15,Default
176,31001a1210623bd4,Poems That Make Grown Women Cry,14.19,4,15,Poetry
177,50b8f80311b31ede,"Nightingale, Sing",38.28,1,15,Young Adult
178,cfeb1e1e0e695b58,Night Sky with Exit Wounds,41.05,1,15,Poetry
179,a40723994f715420,Mrs. Houdini,30.25,5,15,Historical Fiction
180,caf4fe9311f1dc59,Modern Romance,28.26,5,15,Add a comment
181,af96613fdd793a3c,Miss Peregrineâs Home for Peculiar Children (Miss Peregrineâs Peculiar Children #1),10.76,1,15,Default
182,d69dd8dac66f9f84,Louisa: The Extraordinary Life of Mrs. Adams,16.85,2,15,Biography
183,4aa03792b50f0b22,Little Red,13.47,3,15,Childrens
184,ba54932df84e8cea,Library of Souls (Miss Peregrineâs Peculiar Children #3),48.56,5,15,Young Adult
185,c1afd71fc86bf682,Large Print Heart of the Pride,19.15,2,15,Default
186,fd8585283fc7d2d7,I Had a Nice Time And Other Lies...: How to find love & sh*t like that,57.36,4,15,Womens Fiction
187,4ce91d31c1e57c33,Hollow City (Miss Peregrineâs Peculiar Children #2),42.98,1,15,Fantasy
188,d163dd6c352fbcd2,Grumbles,22.16,2,15,Default
189,ce60436f52c5ee68,Full Moon over Noahâs Ark: An Odyssey to Mount Ararat and Beyond,49.43,4,15,Travel
190,116a2fdc9a45bab0,Frostbite (Vampire Academy #2),29.99,5,15,Young Adult
191,8585760646e3aa2a,Follow You Home,21.36,1,15,Horror
192,2f88b08bf0a0e367,First Steps for New Christians (Print Edition),29.0,1,15,Default
193,edb3097e71330040,Finders Keepers (Bill Hodges Trilogy #2),53.53,5,15,Fiction
194,65d034adf80834b7,"Fables, Vol. 1: Legends in Exile (Fables #1)",41.62,4,15,Sequential Art
195,29c0025455f8c585,Eureka Trivia 6.0,54.59,4,15,Default
196,6ffb36aaeff1c81e,Drive: The Surprising Truth About What Motivates Us,34.95,4,15,Default
197,f6d967cdadc6fbd9,Done Rubbed Out (Reightman & Bailey #1),37.72,5,15,Default
198,3a11bb962ff45b78,Doing It Over (Most Likely To #1),35.61,3,15,Romance
199,46c1530d7546ea6d,"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",42.16,3,15,Food and Drink
200,88c21fcd38e2486e,Dark Notes,19.19,5,15,Erotica
201,3b9a3b4624b7fd6d,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",19.43,3,15,Nonfiction
202,a57b1dcbd6849222,Close to You,49.46,4,15,Christian Fiction
203,513271dadc1322ae,Chasing Heaven: What Dying Taught Me About Living,37.8,2,15,Spirituality
204,1f329c2e7d7de8bd,Big Magic: Creative Living Beyond Fear,30.8,3,15,Nonfiction
205,919e7cb2269a25d2,Becoming Wise: An Inquiry into the Mystery and Art of Living,27.43,2,15,Nonfiction
206,3f69e667a67e54d9,Beauty Restored (Riley Family Legacy Novellas #3),11.11,2,15,Default
207,7edc0527cf782e19,Batman: The Long Halloween (Batman),36.5,2,15,Sequential Art
208,47271d8e08b5d31c,Batman: The Dark Knight Returns (Batman),15.38,5,15,Sequential Art
209,05f7c6d9a4e582d3,Ayumi's Violin,15.48,2,15,Default
210,d24b829be2ca81c4,Anonymous,46.82,4,15,Default
211,7ebfa6c1bee69e1e,Amy Meets the Saints and Sages,18.46,3,15,Default
212,bb8245f52c7cce8f,Amid the Chaos,36.58,1,15,Cultural
213,ffd54178acc9a6a5,Amatus,50.54,5,15,Default
214,d195e7f4ed697350,Agnostic: A Spirited Manifesto,12.51,5,15,Nonfiction
215,dd5bfa6cc2c0ecc3,Zealot: The Life and Times of Jesus of Nazareth,24.7,3,14,History
216,024387ca4cafd5cc,You (You #1),43.61,5,14,Thriller
217,047097293bb4d1c0,"Wonder Woman: Earth One, Volume One (Wonder Woman: Earth One #1)",37.34,4,14,Sequential Art
218,3fb15ace50d6142b,Wild Swans,14.36,2,14,Young Adult
219,2b5054a4192e9b06,Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,52.65,4,14,Politics
220,44a10f1ac8ce822e,Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,38.2,4,14,Nonfiction
221,6fd646a334e6e133,What's It Like in Space?: Stories from Astronauts Who've Been There,19.6,2,14,Nonfiction
222,92275cedf6d8ee15,"We Are Robin, Vol. 1: The Vigilante Business (We Are Robin #1)",53.9,1,14,Sequential Art
223,6a31307a81e8f3a8,Walt Disney's Alice in Wonderland,12.96,5,14,Childrens
224,4a1debca3135ff37,V for Vendetta (V for Vendetta Complete),37.1,4,14,Default
225,aba2db9afb1469c7,Until Friday Night (The Field Party #1),46.31,2,14,Young Adult
226,76c84daa539426e2,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",45.95,2,14,Default
227,1d6443ffba9dfd80,Twenty Yawns,22.08,2,14,Childrens
228,6e44bcbeac7f4360,Through the Woods,25.38,2,14,Sequential Art
229,f0f38174a7e689a3,This Is Where It Ends,27.12,2,14,Young Adult
230,34c0d7c4ee5650af,The Year of Magical Thinking,43.04,2,14,Nonfiction
231,08b2f71d93836313,The Wright Brothers,56.8,4,14,Default
232,6875c5657661b2fb,The White Queen (The Cousins' War #1),25.91,5,14,Add a comment
233,c5cb9f885d8b3621,The Wedding Pact (The O'Malleys #2),32.61,3,14,Romance
234,e9906e2f0d189745,The Time Keeper,27.88,5,14,Fiction
235,081305e6df719dff,The Testament of Mary,52.67,4,14,Fiction
